"","Country.Name","Region","IncomeGroup","year","CO2","GDP"
"75","Algeria","Middle East & North Africa","Lower middle income",2004,89489997.8637694,85332581188.6107
"76","Algeria","Middle East & North Africa","Lower middle income",2005,94190002.4414064,103198223709.439
"77","Algeria","Middle East & North Africa","Lower middle income",2006,99809997.5585938,117027307540.89
"78","Algeria","Middle East & North Africa","Lower middle income",2007,102750000,134977082623.78
"79","Algeria","Middle East & North Africa","Lower middle income",2008,107750000,171000699876.747
"80","Algeria","Middle East & North Africa","Lower middle income",2009,112169998.168945,137211035770.034
"81","Algeria","Middle East & North Africa","Lower middle income",2010,114180000.305176,161207270185.25
"82","Algeria","Middle East & North Africa","Lower middle income",2011,120790000.915527,200013052199.2
"83","Algeria","Middle East & North Africa","Lower middle income",2012,134929992.675781,209058991952.125
"84","Algeria","Middle East & North Africa","Lower middle income",2013,139020004.272461,209755003250.664
"85","Algeria","Middle East & North Africa","Lower middle income",2014,147740005.493164,213810024944.464
"86","Algeria","Middle East & North Africa","Lower middle income",2015,156270004.272461,165979279263.174
"87","Algeria","Middle East & North Africa","Lower middle income",2016,154910003.662109,160034163871.455
"88","Algeria","Middle East & North Africa","Lower middle income",2017,158339996.337891,170097014589.134
"89","Algeria","Middle East & North Africa","Lower middle income",2018,165539993.286133,174910878623.049
"90","Algeria","Middle East & North Africa","Lower middle income",2019,171250000,171767403748.19
"91","Andorra","Europe & Central Asia","High income",1990,410000,1029048481.88051
"92","Andorra","Europe & Central Asia","High income",1991,410000,1106928582.86629
"93","Andorra","Europe & Central Asia","High income",1992,410000,1210013651.87713
"94","Andorra","Europe & Central Asia","High income",1993,410000,1007025755.00065
"95","Andorra","Europe & Central Asia","High income",1994,410000,1017549124.33238
"96","Andorra","Europe & Central Asia","High income",1995,430000,1178738991.19295
"97","Andorra","Europe & Central Asia","High income",1996,450000,1223945356.62682
"98","Andorra","Europe & Central Asia","High income",1997,470000,1180597272.72727
"99","Andorra","Europe & Central Asia","High income",1998,490000,1211932397.81713
"100","Andorra","Europe & Central Asia","High income",1999,510000,1239876305.13531
"101","Andorra","Europe & Central Asia","High income",2000,520000,1429049198.45218
"102","Andorra","Europe & Central Asia","High income",2001,520000,1546926174.49664
"103","Andorra","Europe & Central Asia","High income",2002,529999.971389771,1755910031.99699
"104","Andorra","Europe & Central Asia","High income",2003,529999.971389771,2361726862.30248
"105","Andorra","Europe & Central Asia","High income",2004,560000.002384186,2894921777.99851
"106","Andorra","Europe & Central Asia","High income",2005,579999.983310699,3159905484.39249
"107","Andorra","Europe & Central Asia","High income",2006,550000.011920929,3456442102.622
"108","Andorra","Europe & Central Asia","High income",2007,540000.021457672,3952600602.24473
"109","Andorra","Europe & Central Asia","High income",2008,540000.021457672,4085630584.44412
"110","Andorra","Europe & Central Asia","High income",2009,519999.980926514,3674409558.21061
"111","Andorra","Europe & Central Asia","High income",2010,519999.980926514,3449925738.86069
"112","Andorra","Europe & Central Asia","High income",2011,490000.009536743,3629133574.27783
"113","Andorra","Europe & Central Asia","High income",2012,490000.009536743,3188652765.36184
"114","Andorra","Europe & Central Asia","High income",2013,479999.989271164,3193512950.02419
"115","Andorra","Europe & Central Asia","High income",2014,460000.00834465,3271685596.66321
"116","Andorra","Europe & Central Asia","High income",2015,469999.998807907,2789881258.50362
"117","Andorra","Europe & Central Asia","High income",2016,469999.998807907,2896610479.73077
"118","Andorra","Europe & Central Asia","High income",2017,469999.998807907,3000162081.11976
"119","Andorra","Europe & Central Asia","High income",2018,490000.009536743,3218419896.9641
"120","Andorra","Europe & Central Asia","High income",2019,5e+05,3155149347.80639
"121","Angola","Sub-Saharan Africa","Lower middle income",1990,6560000,11228764963.2353
"122","Angola","Sub-Saharan Africa","Lower middle income",1991,6669999.99999999,10603784541.197
"123","Angola","Sub-Saharan Africa","Lower middle income",1992,6880000,8307810973.58848
"124","Angola","Sub-Saharan Africa","Lower middle income",1993,9270000,5768720421.61367
"125","Angola","Sub-Saharan Africa","Lower middle income",1994,11300000,4438321017.39068
"126","Angola","Sub-Saharan Africa","Lower middle income",1995,12720000,5538749259.94714
"127","Angola","Sub-Saharan Africa","Lower middle income",1996,15440000,7526446605.51712
"128","Angola","Sub-Saharan Africa","Lower middle income",1997,16160000,7648377412.83277
"129","Angola","Sub-Saharan Africa","Lower middle income",1998,16770000,6506229607.29432
"130","Angola","Sub-Saharan Africa","Lower middle income",1999,17610000.0000001,6152922942.98032
"131","Angola","Sub-Saharan Africa","Lower middle income",2000,16200000,9129594818.60749
"132","Angola","Sub-Saharan Africa","Lower middle income",2001,15960000,8936063723.20121
"133","Angola","Sub-Saharan Africa","Lower middle income",2002,15689999.5803833,15285594828.418
"134","Angola","Sub-Saharan Africa","Lower middle income",2003,16760000.2288818,17812704825.1957
"135","Angola","Sub-Saharan Africa","Lower middle income",2004,17450000.7629395,23552047248.4301
"136","Angola","Sub-Saharan Africa","Lower middle income",2005,15810000.4196167,36970918699.2523
"137","Angola","Sub-Saharan Africa","Lower middle income",2006,16559999.4659424,52381006892.038
"138","Angola","Sub-Saharan Africa","Lower middle income",2007,16969999.3133545,65266452081.386
"139","Angola","Sub-Saharan Africa","Lower middle income",2008,19280000.6866455,88538610805.3214
"140","Angola","Sub-Saharan Africa","Lower middle income",2009,21149999.6185303,70307166934.3311
"141","Angola","Sub-Saharan Africa","Lower middle income",2010,22799999.2370605,81699556136.6643
"142","Angola","Sub-Saharan Africa","Lower middle income",2011,23870000.8392334,109436531427.069
"143","Angola","Sub-Saharan Africa","Lower middle income",2012,23870000.8392334,124998158417.861
"144","Angola","Sub-Saharan Africa","Lower middle income",2013,26959999.0844726,133401594460.922
"145","Angola","Sub-Saharan Africa","Lower middle income",2014,29629999.1607665,137244418012.553
"146","Angola","Sub-Saharan Africa","Lower middle income",2015,31649999.6185303,87219290028.7263
"147","Angola","Sub-Saharan Africa","Lower middle income",2016,29760000.2288819,49840494025.5166
"148","Angola","Sub-Saharan Africa","Lower middle income",2017,24250000,68972763787.1547
"149","Angola","Sub-Saharan Africa","Lower middle income",2018,23959999.0844727,77792940077.1193
"150","Angola","Sub-Saharan Africa","Lower middle income",2019,25209999.0844727,69309104806.6311
"151","Antigua and Barbuda","Latin America & Caribbean","High income",1990,210000,459470370.37037
"152","Antigua and Barbuda","Latin America & Caribbean","High income",1991,220000,481707407.407407
"153","Antigua and Barbuda","Latin America & Caribbean","High income",1992,290000,499281481.481481
"154","Antigua and Barbuda","Latin America & Caribbean","High income",1993,250000,535174074.074074
"155","Antigua and Barbuda","Latin America & Caribbean","High income",1994,250000,589429629.62963
"156","Antigua and Barbuda","Latin America & Caribbean","High income",1995,270000,577281481.481481
"157","Antigua and Barbuda","Latin America & Caribbean","High income",1996,280000,633729629.62963
"158","Antigua and Barbuda","Latin America & Caribbean","High income",1997,290000,680618518.518518
"159","Antigua and Barbuda","Latin America & Caribbean","High income",1998,320000,727859259.259259
"160","Antigua and Barbuda","Latin America & Caribbean","High income",1999,330000,766200000
"161","Antigua and Barbuda","Latin America & Caribbean","High income",2000,330000,826370370.37037
"162","Antigua and Barbuda","Latin America & Caribbean","High income",2001,350000,800481481.481481
"163","Antigua and Barbuda","Latin America & Caribbean","High income",2002,389999.985694885,814381481.481481
"164","Antigua and Barbuda","Latin America & Caribbean","High income",2003,409999.996423721,856396296.296296
"165","Antigua and Barbuda","Latin America & Caribbean","High income",2004,400000.005960464,919729629.62963
"166","Antigua and Barbuda","Latin America & Caribbean","High income",2005,409999.996423721,1022962962.96296
"167","Antigua and Barbuda","Latin America & Caribbean","High income",2006,439999.997615814,1157662962.96296
"168","Antigua and Barbuda","Latin America & Caribbean","High income",2007,460000.00834465,1312759259.25926
"169","Antigua and Barbuda","Latin America & Caribbean","High income",2008,479999.989271164,1370070370.37037
"170","Antigua and Barbuda","Latin America & Caribbean","High income",2009,1389999.98569489,1228329629.62963
"171","Antigua and Barbuda","Latin America & Caribbean","High income",2010,490000.009536743,1148700000
"172","Antigua and Barbuda","Latin America & Caribbean","High income",2011,540000.021457672,1137637037.03704
"173","Antigua and Barbuda","Latin America & Caribbean","High income",2012,699999.988079071,1199948148.14815
"174","Antigua and Barbuda","Latin America & Caribbean","High income",2013,469999.998807907,1181448148.14815
"175","Antigua and Barbuda","Latin America & Caribbean","High income",2014,479999.989271164,1249733333.33333
"176","Antigua and Barbuda","Latin America & Caribbean","High income",2015,490000.009536743,1336692592.59259
"177","Antigua and Barbuda","Latin America & Caribbean","High income",2016,5e+05,1436585185.18519
"178","Antigua and Barbuda","Latin America & Caribbean","High income",2017,5e+05,1467977777.77778
"179","Antigua and Barbuda","Latin America & Caribbean","High income",2018,509999.990463257,1605944444.44444
"180","Antigua and Barbuda","Latin America & Caribbean","High income",2019,519999.980926514,1687533333.33333
"181","Argentina","Latin America & Caribbean","Upper middle income",1990,100320000,141352368714.691
"182","Argentina","Latin America & Caribbean","Upper middle income",1991,105920000,189719984268.485
"183","Argentina","Latin America & Caribbean","Upper middle income",1992,107930000,228788617201.696
"184","Argentina","Latin America & Caribbean","Upper middle income",1993,110260000,236741715015.015
"185","Argentina","Latin America & Caribbean","Upper middle income",1994,111910000,2.5744e+11
"186","Argentina","Latin America & Caribbean","Upper middle income",1995,112890000,258031750000
"187","Argentina","Latin America & Caribbean","Upper middle income",1996,122550000,272149750000
"188","Argentina","Latin America & Caribbean","Upper middle income",1997,126120000,2.92859e+11
"189","Argentina","Latin America & Caribbean","Upper middle income",1998,132670000,298948250000
"190","Argentina","Latin America & Caribbean","Upper middle income",1999,134510000,2.83523e+11
"191","Argentina","Latin America & Caribbean","Upper middle income",2000,132270000,284203750000
"192","Argentina","Latin America & Caribbean","Upper middle income",2001,125260000,268696750000
"193","Argentina","Latin America & Caribbean","Upper middle income",2002,117470001.220703,97724004251.8602
"194","Argentina","Latin America & Caribbean","Upper middle income",2003,127660003.662109,127586973492.177
"195","Argentina","Latin America & Caribbean","Upper middle income",2004,141380004.882813,164657930452.787
"196","Argentina","Latin America & Caribbean","Upper middle income",2005,145990005.493164,198737095012.282
"197","Argentina","Latin America & Caribbean","Upper middle income",2006,154899993.896484,232557260817.308
"198","Argentina","Latin America & Caribbean","Upper middle income",2007,162809997.558594,287530508430.568
"199","Argentina","Latin America & Caribbean","Upper middle income",2008,167229995.727539,361558037110.419
"200","Argentina","Latin America & Caribbean","Upper middle income",2009,156570007.324219,332976484577.619
"201","Argentina","Latin America & Caribbean","Upper middle income",2010,167220001.220703,423627422092.49
"202","Argentina","Latin America & Caribbean","Upper middle income",2011,176639999.389648,530163281574.658
"203","Argentina","Latin America & Caribbean","Upper middle income",2012,177960006.713867,545982375701.128
"204","Argentina","Latin America & Caribbean","Upper middle income",2013,183250000,552025140252.246
"205","Argentina","Latin America & Caribbean","Upper middle income",2014,179600006.103516,526319673731.638
"206","Argentina","Latin America & Caribbean","Upper middle income",2015,185550003.051758,594749285413.212
"207","Argentina","Latin America & Caribbean","Upper middle income",2016,183160003.662109,557531376217.967
"208","Argentina","Latin America & Caribbean","Upper middle income",2017,179320007.324219,643628665302.155
"209","Argentina","Latin America & Caribbean","Upper middle income",2018,176899993.896484,524819742918.669
"210","Argentina","Latin America & Caribbean","Upper middle income",2019,168100006.103516,452818426182.658
"211","Armenia","Europe & Central Asia","Upper middle income",1990,19850000,2256838857.60997
"212","Armenia","Europe & Central Asia","Upper middle income",1991,20690000,2069870129.87013
"213","Armenia","Europe & Central Asia","Upper middle income",1992,10900000,1272835453.42634
"214","Armenia","Europe & Central Asia","Upper middle income",1993,5040000,1201312829.27524
"215","Armenia","Europe & Central Asia","Upper middle income",1994,2740000,1315158636.67553
"216","Armenia","Europe & Central Asia","Upper middle income",1995,3510000.00000001,1468317435.20148
"217","Armenia","Europe & Central Asia","Upper middle income",1996,2580000,1596968946.23708
"218","Armenia","Europe & Central Asia","Upper middle income",1997,3339999.99999999,1639492444.76152
"219","Armenia","Europe & Central Asia","Upper middle income",1998,3470000,1893726437.26462
"220","Armenia","Europe & Central Asia","Upper middle income",1999,3109999.99999999,1845482173.02732
"221","Armenia","Europe & Central Asia","Upper middle income",2000,3560000.00000001,1911563668.85006
"222","Armenia","Europe & Central Asia","Upper middle income",2001,3600000.00000001,2118467913.37873
"223","Armenia","Europe & Central Asia","Upper middle income",2002,3119999.88555907,2376335048.39976
"224","Armenia","Europe & Central Asia","Upper middle income",2003,3499999.99999999,2807061008.69084
"225","Armenia","Europe & Central Asia","Upper middle income",2004,3759999.99046327,3576615240.41616
"226","Armenia","Europe & Central Asia","Upper middle income",2005,4460000.03814698,4900469950.09033
"227","Armenia","Europe & Central Asia","Upper middle income",2006,4489999.77111815,6384451606.1421
"228","Armenia","Europe & Central Asia","Upper middle income",2007,5199999.80926513,9206301700.39619
"229","Armenia","Europe & Central Asia","Upper middle income",2008,5690000.05722045,11662040713.8753
"230","Armenia","Europe & Central Asia","Upper middle income",2009,4510000.22888183,8647936747.98704
"231","Armenia","Europe & Central Asia","Upper middle income",2010,4340000.15258788,9260284937.79781
"232","Armenia","Europe & Central Asia","Upper middle income",2011,4940000.05722046,10142111334.4961
"233","Armenia","Europe & Central Asia","Upper middle income",2012,5719999.79019165,10619320048.5857
"234","Armenia","Europe & Central Asia","Upper middle income",2013,5499999.99999999,11121465767.4067
"235","Armenia","Europe & Central Asia","Upper middle income",2014,5480000.01907349,11609512939.7542
"236","Armenia","Europe & Central Asia","Upper middle income",2015,5340000.1525879,10553337672.9872
"237","Armenia","Europe & Central Asia","Upper middle income",2016,5070000.17166136,10546135160.031
"238","Armenia","Europe & Central Asia","Upper middle income",2017,5369999.88555908,11527458565.7334
"239","Armenia","Europe & Central Asia","Upper middle income",2018,5710000.03814697,12457941907.0333
"240","Armenia","Europe & Central Asia","Upper middle income",2019,6170000.07629396,13619291361.2814
"241","Australia","East Asia & Pacific","High income",1990,263629999.999999,311326664101.578
"242","Australia","East Asia & Pacific","High income",1991,264760000,325902990346.127
"243","Australia","East Asia & Pacific","High income",1992,268400000.000001,325480273782.973
"244","Australia","East Asia & Pacific","High income",1993,273049999.999999,312126194491.287
"245","Australia","East Asia & Pacific","High income",1994,280180000.000001,322807333102.733
"246","Australia","East Asia & Pacific","High income",1995,290180000,367915800415.8
"247","Australia","East Asia & Pacific","High income",1996,300810000.000001,401089529590.288
"248","Australia","East Asia & Pacific","High income",1997,307850000.000001,435323994365.315
"249","Australia","East Asia & Pacific","High income",1998,328619999.999999,399404463135.047
"250","Australia","East Asia & Pacific","High income",1999,333710000.000001,389098884572.001
"251","Australia","East Asia & Pacific","High income",2000,339450000,415576210513.094
"252","Australia","East Asia & Pacific","High income",2001,345639999.999999,379083932596.329
"253","Australia","East Asia & Pacific","High income",2002,353369995.117189,395342716617.832
"254","Australia","East Asia & Pacific","High income",2003,352579986.572267,467390797903.32
"255","Australia","East Asia & Pacific","High income",2004,365809997.558593,614166310997.297
"256","Australia","East Asia & Pacific","High income",2005,370089996.337891,695075176665.163
"257","Australia","East Asia & Pacific","High income",2006,375489990.234375,747556154537.287
"258","Australia","East Asia & Pacific","High income",2007,385750000,853955405511.502
"259","Australia","East Asia & Pacific","High income",2008,388940002.441405,1055127126230.98
"260","Australia","East Asia & Pacific","High income",2009,395290008.544921,928042998085.702
"261","Australia","East Asia & Pacific","High income",2010,387540008.544923,1147589183475.73
"262","Australia","East Asia & Pacific","High income",2011,386380004.882812,1397907916789.9
"263","Australia","East Asia & Pacific","High income",2012,386970001.220704,1546508558465.66
"264","Australia","East Asia & Pacific","High income",2013,380279998.779298,1576335282651.07
"265","Australia","East Asia & Pacific","High income",2014,371630004.882813,1467504819608.92
"266","Australia","East Asia & Pacific","High income",2015,377799987.792969,1350534154255.76
"267","Australia","East Asia & Pacific","High income",2016,384989990.234374,1206685107002.47
"268","Australia","East Asia & Pacific","High income",2017,389160003.66211,1326882872011.46
"269","Australia","East Asia & Pacific","High income",2018,387070007.32422,1428529571351.06
"270","Australia","East Asia & Pacific","High income",2019,386529998.779296,1391952510370.48
"271","Austria","Europe & Central Asia","High income",1990,58270000,166463386179.354
"272","Austria","Europe & Central Asia","High income",1991,62420000,173794177961.108
"273","Austria","Europe & Central Asia","High income",1992,57660000,195078126721.763
"274","Austria","Europe & Central Asia","High income",1993,57800000,190379720809.18
"275","Austria","Europe & Central Asia","High income",1994,58280000,203535242741.838
"276","Austria","Europe & Central Asia","High income",1995,61180000,241038283062.645
"277","Austria","Europe & Central Asia","High income",1996,64900000,237250948791.266
"278","Austria","Europe & Central Asia","High income",1997,64220000,212790348404.555
"279","Austria","Europe & Central Asia","High income",1998,64670000,218259904401.956
"280","Austria","Europe & Central Asia","High income",1999,63050000,217259147049.954
"281","Austria","Europe & Central Asia","High income",2000,63530000,197289625479.906
"282","Austria","Europe & Central Asia","High income",2001,67910000,197508773215.323
"283","Austria","Europe & Central Asia","High income",2002,69370002.746582,214394866675.24
"284","Austria","Europe & Central Asia","High income",2003,74459999.0844727,262273631180.054
"285","Austria","Europe & Central Asia","High income",2004,75800003.0517578,301457562038.541
"286","Austria","Europe & Central Asia","High income",2005,76239997.8637695,316092273276.015
"287","Austria","Europe & Central Asia","High income",2006,74099998.4741211,336280064332.411
"288","Austria","Europe & Central Asia","High income",2007,71239997.8637695,389185571506.052
"289","Austria","Europe & Central Asia","High income",2008,70730003.3569336,432051935642.945
"290","Austria","Europe & Central Asia","High income",2009,64419998.1689453,401758735822.211
"291","Austria","Europe & Central Asia","High income",2010,69959999.0844727,392275107258.667
"292","Austria","Europe & Central Asia","High income",2011,68269996.6430665,431685217367.511
"293","Austria","Europe & Central Asia","High income",2012,65110000.6103516,409401816050.531
"294","Austria","Europe & Central Asia","High income",2013,65750000,430190979705.962
"295","Austria","Europe & Central Asia","High income",2014,62049999.2370605,442584815286.034
"296","Austria","Europe & Central Asia","High income",2015,63240001.6784668,381971148530.543
"297","Austria","Europe & Central Asia","High income",2016,63680000.3051758,395837353031.499
"298","Austria","Europe & Central Asia","High income",2017,65860000.6103516,417261151844.977
"299","Austria","Europe & Central Asia","High income",2018,63060001.373291,455168151938.941
"300","Austria","Europe & Central Asia","High income",2019,64769996.6430664,445011872704.47
"301","Azerbaijan","Europe & Central Asia","Upper middle income",1990,53480000,8858006035.91566
"302","Azerbaijan","Europe & Central Asia","Upper middle income",1991,52060000,8792365810.5094
"303","Azerbaijan","Europe & Central Asia","Upper middle income",1992,63610000,446305555.555556
"304","Azerbaijan","Europe & Central Asia","Upper middle income",1993,48050000,1.57e+09
"305","Azerbaijan","Europe & Central Asia","Upper middle income",1994,33520000,1193312101.91083
"306","Azerbaijan","Europe & Central Asia","Upper middle income",1995,32470000,2417355840.03625
"307","Azerbaijan","Europe & Central Asia","Upper middle income",1996,27190000,3176333837.03359
"308","Azerbaijan","Europe & Central Asia","Upper middle income",1997,26490000,3962238113.16021
"309","Azerbaijan","Europe & Central Asia","Upper middle income",1998,26490000,4446368570.6901
"310","Azerbaijan","Europe & Central Asia","Upper middle income",1999,26120000,4581432038.83495
"311","Azerbaijan","Europe & Central Asia","Upper middle income",2000,27690000,5272798390.70183
"312","Azerbaijan","Europe & Central Asia","Upper middle income",2001,26400000,5707720390.8515
"313","Azerbaijan","Europe & Central Asia","Upper middle income",2002,26180000.3051758,6235856819.58445
"314","Azerbaijan","Europe & Central Asia","Upper middle income",2003,28569999.6948242,7276753894.71541
"315","Azerbaijan","Europe & Central Asia","Upper middle income",2004,28309999.4659424,8680370408.05943
"316","Azerbaijan","Europe & Central Asia","Upper middle income",2005,30040000.9155273,13245716099.0057
"317","Azerbaijan","Europe & Central Asia","Upper middle income",2006,30489999.7711182,20982986344.3027
"318","Azerbaijan","Europe & Central Asia","Upper middle income",2007,27629999.1607666,33050343782.7759
"319","Azerbaijan","Europe & Central Asia","Upper middle income",2008,30450000.7629395,48852482960.0779
"320","Azerbaijan","Europe & Central Asia","Upper middle income",2009,25500000,44291490420.5026
"321","Azerbaijan","Europe & Central Asia","Upper middle income",2010,24309999.4659424,52909294791.9262
"322","Azerbaijan","Europe & Central Asia","Upper middle income",2011,27280000.6866455,65951627200.2026
"323","Azerbaijan","Europe & Central Asia","Upper middle income",2012,30110000.6103516,69683935845.2139
"324","Azerbaijan","Europe & Central Asia","Upper middle income",2013,30940000.5340576,74164435946.4627
"325","Azerbaijan","Europe & Central Asia","Upper middle income",2014,32240001.6784668,75244294275.1498
"326","Azerbaijan","Europe & Central Asia","Upper middle income",2015,31770000.4577637,53074370486.0433
"327","Azerbaijan","Europe & Central Asia","Upper middle income",2016,32240001.6784668,37867518957.1975
"328","Azerbaijan","Europe & Central Asia","Upper middle income",2017,31959999.0844727,40865558912.3867
"329","Azerbaijan","Europe & Central Asia","Upper middle income",2018,32729999.5422363,47112941176.4706
"330","Azerbaijan","Europe & Central Asia","Upper middle income",2019,35509998.3215332,48174235294.1176
"331","Bahamas, The","Latin America & Caribbean","High income",1990,1960000,3.166e+09
"332","Bahamas, The","Latin America & Caribbean","High income",1991,2040000,3111160000
"333","Bahamas, The","Latin America & Caribbean","High income",1992,2570000,3.109e+09
"334","Bahamas, The","Latin America & Caribbean","High income",1993,2090000,3.092e+09
"335","Bahamas, The","Latin America & Caribbean","High income",1994,2070000,3.259e+09
"336","Bahamas, The","Latin America & Caribbean","High income",1995,2200000,3.429e+09
"337","Bahamas, The","Latin America & Caribbean","High income",1996,2070000,3.609e+09
"338","Bahamas, The","Latin America & Caribbean","High income",1997,1870000,6332360000
"339","Bahamas, The","Latin America & Caribbean","High income",1998,2360000,6833220000
"340","Bahamas, The","Latin America & Caribbean","High income",1999,2320000,7683870000
"341","Bahamas, The","Latin America & Caribbean","High income",2000,2230000,8076470000
"342","Bahamas, The","Latin America & Caribbean","High income",2001,2220000,8317830000
"343","Bahamas, The","Latin America & Caribbean","High income",2002,2400000.09536743,8881160000
"344","Bahamas, The","Latin America & Caribbean","High income",2003,2380000.11444092,8870090000
"345","Bahamas, The","Latin America & Caribbean","High income",2004,2250000,9055290000
"346","Bahamas, The","Latin America & Caribbean","High income",2005,2109999.89509583,9836200000
"347","Bahamas, The","Latin America & Caribbean","High income",2006,2099999.90463257,10167250000
